,acc,maple_pf,maple_nf,maple_s,lime_pf,lime_nf,lime_s
cancer,6.693926355254281,0.0015144788677377591,0.005686643910252607,0.04201030639914201,0.007575651925156424,0.007720209775657718,0.00015255063365010038
