,acc,maple_pf,maple_nf,maple_s,lime_pf,lime_nf,lime_s
cancer,0.9236111068725587,0.005413173296507555,0.014488604764433793,0.09653134238974928,0.012499154203022124,0.012687319582414732,0.0007524384044597533
