,test_acc,variance,maple_standard_metric,maple_causal_metric,maple_stability_metric,lime_standard_metric,lime_causal_metric,lime_stability_metric
support2,0.008042351091473969,[7721.79379053 8900.74470872],[4242.8964163  4700.58198707],[ 9652.44241254 10683.62301628],[149593.92568499 117838.4486864 ],[66269.43919868 76121.20077573],[71163.38915338 82161.923561  ],[18818.57337111 20721.25682306]
