,test_acc,variance,maple_standard_metric,maple_causal_metric,maple_stability_metric,lime_standard_metric,lime_causal_metric,lime_stability_metric
support2,0.8455377280712127,[5751.63627895 6035.25072252],[4328.52081743 4137.03563781],[8403.40957955 8157.20559555],[101529.67231394  79404.22989635],[48505.5559502  48786.78657164],[52040.80136914 52567.95291701],[13809.74555806 13921.63965021]
