,test_acc,variance,maple_standard_metric,maple_causal_metric,maple_stability_metric,lime_standard_metric,lime_causal_metric,lime_stability_metric
support2,0.859629201889038,[14.78526947 14.66780529],[22.52445306 22.44822611],[32.00930502 32.07823974],[63.26151961 60.83684895],[27.88389285 27.19417032],[33.71683109 32.86840114],[5.06145389 5.00887133]
