,test_acc,variance,maple_standard_metric,maple_causal_metric,maple_stability_metric,lime_standard_metric,lime_causal_metric,lime_stability_metric
support2,0.003714486157369065,[0.00160666 0.00161112],[0.00408838 0.00386701],[0.00467595 0.00467787],[0.04504792 0.02997752],[0.00805283 0.00784809],[0.00828104 0.00808207],[0.00081838 0.00082698]
